fips,state,county,cattle_sold,slaughter_sold
01107,AL,PICKENS,9701.0,
01109,AL,PIKE,10305.0,
01111,AL,RANDOLPH,13176.0,
01113,AL,RUSSELL,4918.0,
01115,AL,SAINT CLAIR,5608.0,
01117,AL,SHELBY,2230.0,
01119,AL,SUMTER,12827.0,
01121,AL,TALLADEGA,5641.0,
01123,AL,TALLAPOOSA,4174.0,
01125,AL,TUSCALOOSA,3604.0,
01127,AL,WALKER,2972.0,
01129,AL,WASHINGTON,3785.0,
01131,AL,WILCOX,8242.0,
01133,AL,WINSTON,4481.0,
04001,AZ,APACHE,14413.0,
04003,AZ,COCHISE,52067.0,151.0
04005,AZ,COCONINO,24934.0,
04007,AZ,GILA,6784.0,
04009,AZ,GRAHAM,7462.0,
04011,AZ,GREENLEE,1527.0,
04012,AZ,LAPAZ,,
04013,AZ,MARICOPA,93545.0,
04015,AZ,MOHAVE,,
04017,AZ,NAVAJO,,
04019,AZ,PIMA,9720.0,
04021,AZ,PINAL,251689.0,
04023,AZ,SANTA CRUZ,,
04025,AZ,YAVAPAI,20751.0,404.0
04027,AZ,YUMA,,
05001,AR,ARKANSAS,669.0,
05003,AR,ASHLEY,1192.0,
05005,AR,BAXTER,10283.0,
05007,AR,BENTON,42713.0,
05009,AR,BOONE,30407.0,
05011,AR,BRADLEY,2344.0,
05013,AR,CALHOUN,883.0,
05015,AR,CARROLL,36393.0,
05017,AR,CHICOT,1451.0,
05019,AR,CLARK,3869.0,
05021,AR,CLAY,4499.0,
05023,AR,CLEBURNE,13798.0,
05025,AR,CLEVELAND,1940.0,
05027,AR,COLUMBIA,3570.0,
05029,AR,CONWAY,13377.0,
05031,AR,CRAIGHEAD,1287.0,
05033,AR,CRAWFORD,17230.0,
05035,AR,CRITTENDEN,192.0,
05037,AR,CROSS,749.0,
05039,AR,DALLAS,569.0,
05041,AR,DESHA,64.0,
05043,AR,DREW,6488.0,
05045,AR,FAULKNER,19886.0,
05047,AR,FRANKLIN,31573.0,
05049,AR,FULTON,32604.0,
05051,AR,GARLAND,2066.0,
05053,AR,GRANT,5211.0,
05055,AR,GREENE,2242.0,
05057,AR,HEMPSTEAD,32793.0,
05059,AR,HOT SPRING,6739.0,
05061,AR,HOWARD,14487.0,
05063,AR,INDEPENDENCE,25224.0,
05065,AR,IZARD,17215.0,
05067,AR,JACKSON,1508.0,
05069,AR,JEFFERSON,2837.0,
05071,AR,JOHNSON,13090.0,
05073,AR,LAFAYETTE,16052.0,
05075,AR,LAWRENCE,6404.0,
05077,AR,LEE,434.0,
05079,AR,LINCOLN,2469.0,
05081,AR,LITTLE RIVER,17745.0,
05083,AR,LOGAN,31881.0,
05085,AR,LONOKE,6967.0,
05087,AR,MADISON,31901.0,
05089,AR,MARION,13053.0,
05091,AR,MILLER,7433.0,
05093,AR,MISSISSIPPI,324.0,
05095,AR,MONROE,247.0,
05097,AR,MONTGOMERY,7077.0,
05099,AR,NEVADA,9671.0,
05101,AR,NEWTON,7700.0,
05103,AR,OUACHITA,771.0,
05105,AR,PERRY,5302.0,
05107,AR,PHILLIPS,1121.0,
05109,AR,PIKE,8538.0,
05111,AR,POINSETT,897.0,
05113,AR,POLK,12995.0,
05115,AR,POPE,18790.0,
05117,AR,PRAIRIE,2133.0,
05119,AR,PULASKI,3019.0,
05121,AR,RANDOLPH,17678.0,
05123,AR,SAINT FRANCIS,407.0,
05125,AR,SALINE,2843.0,
05127,AR,SCOTT,11704.0,
05129,AR,SEARCY,15969.0,
05131,AR,SEBASTIAN,16353.0,
05133,AR,SEVIER,20136.0,
05135,AR,SHARP,13628.0,
05137,AR,STONE,13580.0,
05139,AR,UNION,3354.0,
05141,AR,VAN BUREN,11632.0,
05143,AR,WASHINGTON,48871.0,
05145,AR,WHITE,24500.0,
05147,AR,WOODRUFF,89.0,
05149,AR,YELL,17353.0,
06001,CA,ALAMEDA,7787.0,101.0
06003,CA,ALPINE,,
06005,CA,AMADOR,6413.0,
06007,CA,BUTTE,15609.0,742.0
06009,CA,CALAVERAS,13965.0,362.0
06011,CA,COLUSA,14489.0,644.0
06013,CA,CONTRA COSTA,12728.0,
06015,CA,DEL NORTE,2915.0,
06017,CA,EL DORADO,5354.0,
06019,CA,FRESNO,535177.0,
06021,CA,GLENN,44482.0,
06023,CA,HUMBOLDT,29979.0,
06025,CA,IMPERIAL,378021.0,326189.0
06027,CA,INYO,7510.0,
06029,CA,KERN,204840.0,
06031,CA,KINGS,233925.0,
06033,CA,LAKE,1549.0,
06035,CA,LASSEN,25101.0,
06037,CA,LOS ANGELES,1541.0,
06039,CA,MADERA,97387.0,342.0
06041,CA,MARIN,9062.0,85.0
06043,CA,MARIPOSA,25919.0,81.0
06045,CA,MENDOCINO,7282.0,261.0
06047,CA,MERCED,231400.0,837.0
06049,CA,MODOC,30890.0,1721.0
06051,CA,MONO,,
06053,CA,MONTEREY,35745.0,553.0
06055,CA,NAPA,6231.0,
06057,CA,NEVADA,2028.0,
06059,CA,ORANGE,,
06061,CA,PLACER,10081.0,
06063,CA,PLUMAS,6188.0,
06065,CA,RIVERSIDE,14815.0,
06067,CA,SACRAMENTO,21745.0,56.0
06069,CA,SAN BENITO,21003.0,1278.0
06071,CA,SAN BERNARDINO,41469.0,
06073,CA,SAN DIEGO,6758.0,
06077,CA,SAN JOAQUIN,146983.0,1869.0
06079,CA,SAN LUIS OBISPO,24860.0,279.0
06081,CA,SAN MATEO,1325.0,
06083,CA,SANTA BARBARA,21448.0,
06085,CA,SANTA CLARA,5035.0,41.0
06087,CA,SANTA CRUZ,477.0,
06089,CA,SHASTA,20535.0,871.0
06091,CA,SIERRA,4051.0,
06093,CA,SISKIYOU,28888.0,1666.0
06095,CA,SOLANO,22330.0,
06097,CA,SONOMA,22556.0,577.0
06099,CA,STANISLAUS,229458.0,915.0
06101,CA,SUTTER,2272.0,
06103,CA,TEHAMA,31595.0,
06105,CA,TRINITY,1122.0,
06107,CA,TULARE,652928.0,
06109,CA,TUOLUMNE,8380.0,52.0
06111,CA,VENTURA,2255.0,200.0
06113,CA,YOLO,26462.0,
06115,CA,YUBA,8680.0,
08001,CO,ADAMS,6932.0,426.0
08003,CO,ALAMOSA,5679.0,
08005,CO,ARAPAHOE,5167.0,
08007,CO,ARCHULETA,7479.0,71.0
08009,CO,BACA,37582.0,
08011,CO,BENT,15786.0,710.0
08013,CO,BOULDER,1715.0,89.0
08015,CO,CHAFFEE,3327.0,
08017,CO,CHEYENNE,19993.0,
08019,CO,CLEAR CREEK,,
08021,CO,CONEJOS,11806.0,144.0
08023,CO,COSTILLA,2359.0,
08025,CO,CROWLEY,86621.0,
08027,CO,CUSTER,1629.0,
08029,CO,DELTA,17907.0,377.0
08033,CO,DOLORES,2256.0,
08035,CO,DOUGLAS,4079.0,
08037,CO,EAGLE,2653.0,
08039,CO,ELBERT,26158.0,174.0
08041,CO,EL PASO,10405.0,
08043,CO,FREMONT,5447.0,
08045,CO,GARFIELD,12655.0,116.0
08047,CO,GILPIN,,
08049,CO,GRAND,8686.0,
08051,CO,GUNNISON,13387.0,354.0
08053,CO,HINSDALE,144.0,
08055,CO,HUERFANO,7464.0,
08057,CO,JACKSON,33935.0,801.0
08059,CO,JEFFERSON,1013.0,
08061,CO,KIOWA,11418.0,
08063,CO,KIT CARSON,293384.0,246408.0
08065,CO,LAKE,655.0,
08067,CO,LA PLATA,11000.0,380.0
08069,CO,LARIMER,62642.0,
08071,CO,LAS ANIMAS,25475.0,230.0
08073,CO,LINCOLN,31850.0,1897.0
08075,CO,LOGAN,364508.0,282526.0
08077,CO,MESA,17186.0,
08079,CO,MINERAL,604.0,
08081,CO,MOFFAT,21690.0,994.0
08083,CO,MONTEZUMA,9447.0,
08085,CO,MONTROSE,22895.0,175.0
08087,CO,MORGAN,277430.0,205232.0
08089,CO,OTERO,55018.0,34571.0
08091,CO,OURAY,2474.0,
08093,CO,PARK,5295.0,
08095,CO,PHILLIPS,38689.0,25380.0
08097,CO,PITKIN,3149.0,
08099,CO,PROWERS,195497.0,167523.0
08101,CO,PUEBLO,19404.0,1188.0
08103,CO,RIO BLANCO,15433.0,465.0
08105,CO,RIO GRANDE,6901.0,
08107,CO,ROUTT,30136.0,112.0
08109,CO,SAGUACHE,13343.0,99.0
08113,CO,SAN MIGUEL,4061.0,
08115,CO,SEDGWICK,13660.0,
08117,CO,SUMMIT,2039.0,
08119,CO,TELLER,1337.0,
08121,CO,WASHINGTON,71559.0,36853.0
08123,CO,WELD,596087.0,410107.0
08125,CO,YUMA,401029.0,342212.0
09001,CT,FAIRFIELD,88.0,
09003,CT,HARTFORD,960.0,
09005,CT,LITCHFIELD,4018.0,
09007,CT,MIDDLESEX,160.0,
09009,CT,NEW HAVEN,360.0,
09011,CT,NEW LONDON,4222.0,370.0
09013,CT,TOLLAND,2703.0,67.0
09015,CT,WINDHAM,3829.0,
10001,DE,KENT,2639.0,
10003,DE,NEW CASTLE,642.0,
10005,DE,SUSSEX,1540.0,
12001,FL,ALACHUA,21411.0,
12003,FL,BAKER,1591.0,
12005,FL,BAY,641.0,
12007,FL,BRADFORD,3539.0,
12009,FL,BREVARD,12157.0,
12011,FL,BROWARD,,
12013,FL,CALHOUN,784.0,
12015,FL,CHARLOTTE,5724.0,
12017,FL,CITRUS,4320.0,
12019,FL,CLAY,3193.0,
12021,FL,COLLIER,4568.0,
12023,FL,COLUMBIA,9794.0,
12027,FL,DE SOTO,34130.0,
12029,FL,DIXIE,1621.0,
12031,FL,DUVAL,1288.0,
12033,FL,ESCAMBIA,5252.0,
12035,FL,FLAGLER,2372.0,
12037,FL,FRANKLIN,161.0,
12039,FL,GADSDEN,1795.0,
12041,FL,GILCHRIST,19491.0,
12043,FL,GLADES,29999.0,
12045,FL,GULF,581.0,
12047,FL,HAMILTON,4128.0,
12049,FL,HARDEE,41507.0,
12051,FL,HENDRY,31735.0,
12053,FL,HERNANDO,5224.0,
12055,FL,HIGHLANDS,36564.0,
12057,FL,HILLSBOROUGH,13950.0,
12059,FL,HOLMES,7493.0,
12061,FL,INDIAN RIVER,8166.0,
12063,FL,JACKSON,18405.0,
12065,FL,JEFFERSON,14403.0,
12067,FL,LAFAYETTE,11182.0,
12069,FL,LAKE,9822.0,
12071,FL,LEE,4653.0,
12073,FL,LEON,738.0,
12075,FL,LEVY,24667.0,
12077,FL,LIBERTY,529.0,
12079,FL,MADISON,14429.0,
12081,FL,MANATEE,17938.0,
12083,FL,MARION,18717.0,
12085,FL,MARTIN,12924.0,
12086,FL,MIAMI-DADE,2634.0,
12087,FL,MONROE,,
12089,FL,NASSAU,2018.0,
12091,FL,OKALOOSA,1070.0,
12093,FL,OKEECHOBEE,71325.0,
12095,FL,ORANGE,10035.0,
12097,FL,OSCEOLA,54134.0,
12099,FL,PALM BEACH,3304.0,
12101,FL,PASCO,12868.0,
12103,FL,PINELLAS,58.0,
12105,FL,POLK,44675.0,
12107,FL,PUTNAM,6670.0,
12109,FL,ST. JOHNS,295.0,
12111,FL,ST. LUCIE,14016.0,
12113,FL,SANTA ROSA,2910.0,
12115,FL,SARASOTA,7586.0,
12117,FL,SEMINOLE,1618.0,
12119,FL,SUMTER,16709.0,
12121,FL,SUWANNEE,15319.0,
12123,FL,TAYLOR,2187.0,
12125,FL,UNION,2954.0,
12127,FL,VOLUSIA,4308.0,
12129,FL,WAKULLA,590.0,
12131,FL,WALTON,3149.0,
12133,FL,WASHINGTON,2850.0,
13001,GA,APPLING,2443.0,
13003,GA,ATKINSON,4022.0,
13005,GA,BACON,3134.0,
13007,GA,BAKER,3143.0,
13009,GA,BALDWIN,1018.0,
13011,GA,BANKS,6411.0,
13013,GA,BARROW,3227.0,
13015,GA,BARTOW,13155.0,
13017,GA,BEN HILL,804.0,
13019,GA,BERRIEN,5337.0,
13021,GA,BIBB,412.0,
13023,GA,BLECKLEY,793.0,
13025,GA,BRANTLEY,911.0,
13027,GA,BROOKS,7470.0,
13029,GA,BRYAN,604.0,
13031,GA,BULLOCH,2426.0,
13033,GA,BURKE,9310.0,
13035,GA,BUTTS,2119.0,
13037,GA,CALHOUN,2341.0,
13039,GA,CAMDEN,172.0,
13043,GA,CANDLER,1408.0,
13045,GA,CARROLL,11584.0,
13047,GA,CATOOSA,1931.0,
13049,GA,CHARLTON,750.0,
13051,GA,CHATHAM,74.0,
13055,GA,CHATTOOGA,2933.0,
13057,GA,CHEROKEE,1315.0,
13059,GA,CLARKE,263.0,
13061,GA,CLAY,1544.0,
13063,GA,CLAYTON,,
13065,GA,CLINCH,,
13067,GA,COBB,,
13069,GA,COFFEE,6276.0,
13071,GA,COLQUITT,4506.0,
13073,GA,COLUMBIA,644.0,
13075,GA,COOK,3081.0,
13077,GA,COWETA,2398.0,
13079,GA,CRAWFORD,1430.0,
13081,GA,CRISP,8265.0,
13083,GA,DADE,1273.0,
13085,GA,DAWSON,1701.0,
13087,GA,DECATUR,6416.0,
13091,GA,DODGE,2502.0,
13093,GA,DOOLY,1529.0,
13095,GA,DOUGHERTY,882.0,
13097,GA,DOUGLAS,1807.0,
13099,GA,EARLY,7921.0,
13101,GA,ECHOLS,1728.0,
13103,GA,EFFINGHAM,363.0,
13105,GA,ELBERT,3710.0,
13107,GA,EMANUEL,1449.0,
13109,GA,EVANS,2934.0,
13111,GA,FANNIN,547.0,
13113,GA,FAYETTE,302.0,
13115,GA,FLOYD,4878.0,
13117,GA,FORSYTH,1535.0,
13119,GA,FRANKLIN,9135.0,
13121,GA,FULTON,359.0,
13123,GA,GILMER,2298.0,
13125,GA,GLASCOCK,585.0,
13127,GA,GLYNN,90.0,
13129,GA,GORDON,8646.0,
13131,GA,GRADY,10601.0,
13133,GA,GREENE,3151.0,
13135,GA,GWINNETT,268.0,
13137,GA,HABERSHAM,5376.0,
13139,GA,HALL,5937.0,
13141,GA,HANCOCK,1767.0,
13143,GA,HARALSON,2162.0,
13145,GA,HARRIS,1557.0,
13147,GA,HART,6442.0,
13149,GA,HEARD,2998.0,
13151,GA,HENRY,902.0,
13153,GA,HOUSTON,2142.0,
13155,GA,IRWIN,2877.0,
13157,GA,JACKSON,8852.0,
13159,GA,JASPER,3575.0,
13161,GA,JEFF DAVIS,1745.0,
13163,GA,JEFFERSON,5823.0,
13165,GA,JENKINS,2012.0,
13167,GA,JOHNSON,2588.0,
13169,GA,JONES,1773.0,
13171,GA,LAMAR,2249.0,
13173,GA,LANIER,253.0,
13175,GA,LAURENS,6125.0,
13177,GA,LEE,3213.0,
13179,GA,LIBERTY,127.0,
13181,GA,LINCOLN,2485.0,
13183,GA,LONG,423.0,
13185,GA,LOWNDES,1051.0,
13187,GA,LUMPKIN,3069.0,
13189,GA,MCDUFFIE,4519.0,
13191,GA,MCINTOSH,90.0,
13193,GA,MACON,5151.0,
13195,GA,MADISON,8674.0,
13197,GA,MARION,1900.0,
13199,GA,MERIWETHER,2939.0,
13201,GA,MILLER,5767.0,
13205,GA,MITCHELL,15233.0,
13207,GA,MONROE,3539.0,
13209,GA,MONTGOMERY,1246.0,
13211,GA,MORGAN,8860.0,
13213,GA,MURRAY,4559.0,
13217,GA,NEWTON,2781.0,
13219,GA,OCONEE,3930.0,
13221,GA,OGLETHORPE,6363.0,
13223,GA,PAULDING,1550.0,
13225,GA,PEACH,593.0,
13227,GA,PICKENS,1565.0,
13229,GA,PIERCE,924.0,
13231,GA,PIKE,1917.0,
13233,GA,POLK,3788.0,
13235,GA,PULASKI,267.0,
13237,GA,PUTNAM,9278.0,
13239,GA,QUITMAN,626.0,
13241,GA,RABUN,573.0,
13243,GA,RANDOLPH,2723.0,
13245,GA,RICHMOND,169.0,
13247,GA,ROCKDALE,345.0,
13249,GA,SCHLEY,647.0,
13251,GA,SCREVEN,4130.0,
13253,GA,SEMINOLE,1597.0,
13255,GA,SPALDING,918.0,
13257,GA,STEPHENS,1799.0,
13259,GA,STEWART,691.0,
13261,GA,SUMTER,7178.0,
13263,GA,TALBOT,565.0,
13265,GA,TALIAFERRO,1041.0,
13267,GA,TATTNALL,4767.0,
13269,GA,TAYLOR,3629.0,
13271,GA,TELFAIR,2066.0,
13273,GA,TERRELL,589.0,
13275,GA,THOMAS,4994.0,
13277,GA,TIFT,3278.0,
13279,GA,TOOMBS,3629.0,
13281,GA,TOWNS,423.0,
13283,GA,TREUTLEN,745.0,
13285,GA,TROUP,2528.0,
13287,GA,TURNER,2763.0,
13289,GA,TWIGGS,1119.0,
13291,GA,UNION,2518.0,
13293,GA,UPSON,2389.0,
13295,GA,WALKER,7155.0,
13297,GA,WALTON,6689.0,
13299,GA,WARE,581.0,
13301,GA,WARREN,1573.0,
13303,GA,WASHINGTON,4605.0,
13305,GA,WAYNE,1535.0,
13307,GA,WEBSTER,2075.0,
13309,GA,WHEELER,445.0,
13311,GA,WHITE,2888.0,
13313,GA,WHITFIELD,8524.0,
13315,GA,WILCOX,3517.0,
13317,GA,WILKES,5059.0,
13319,GA,WILKINSON,515.0,
13321,GA,WORTH,2813.0,
15001,HI,HAWAII,48037.0,
15003,HI,HONOLULU,882.0,
15007,HI,KAUAI,6430.0,
15009,HI,MAUI & KALAWAO,6991.0,
16001,ID,ADA,38011.0,2246.0
16003,ID,ADAMS,12032.0,64.0
16005,ID,BANNOCK,11201.0,265.0
16007,ID,BEAR LAKE,13514.0,246.0
16009,ID,BENEWAH,372.0,
16011,ID,BINGHAM,56394.0,
16013,ID,BLAINE,13433.0,
16015,ID,BOISE,2489.0,
16017,ID,BONNER,1677.0,
16019,ID,BONNEVILLE,53553.0,
16021,ID,BOUNDARY,2655.0,102.0
16023,ID,BUTTE,6440.0,
16025,ID,CAMAS,4470.0,
16027,ID,CANYON,85837.0,2571.0
16029,ID,CARIBOU,22045.0,156.0
16031,ID,CASSIA,248496.0,122344.0
16033,ID,CLARK,7273.0,
16035,ID,CLEARWATER,1398.0,
16037,ID,CUSTER,14487.0,
16039,ID,ELMORE,180556.0,
16041,ID,FRANKLIN,16495.0,1184.0
16043,ID,FREMONT,15581.0,135.0
16045,ID,GEM,9614.0,918.0
16047,ID,GOODING,177712.0,326.0
16049,ID,IDAHO,14177.0,935.0
16051,ID,JEFFERSON,50323.0,23066.0
16053,ID,JEROME,200234.0,29854.0
16055,ID,KOOTENAI,2016.0,137.0
16057,ID,LATAH,1683.0,
16059,ID,LEMHI,18749.0,161.0
16061,ID,LEWIS,2704.0,428.0
16063,ID,LINCOLN,39040.0,
16065,ID,MADISON,4266.0,
16067,ID,MINIDOKA,21619.0,
16069,ID,NEZ PERCE,4864.0,325.0
16071,ID,ONEIDA,14305.0,249.0
16073,ID,OWYHEE,194998.0,
16075,ID,PAYETTE,73333.0,
16077,ID,POWER,21204.0,
16079,ID,SHOSHONE,53.0,
16081,ID,TETON,4348.0,264.0
16083,ID,TWIN FALLS,143782.0,2560.0
16085,ID,VALLEY,10559.0,594.0
16087,ID,WASHINGTON,17070.0,425.0
17001,IL,ADAMS,22463.0,5836.0
17003,IL,ALEXANDER,447.0,
17005,IL,BOND,3299.0,542.0
17007,IL,BOONE,1713.0,308.0
17009,IL,BROWN,2775.0,
17011,IL,BUREAU,7885.0,5988.0
17013,IL,CALHOUN,3074.0,
17015,IL,CARROLL,22528.0,16609.0
17017,IL,CASS,1582.0,313.0
17019,IL,CHAMPAIGN,3190.0,478.0
17021,IL,CHRISTIAN,1785.0,
17023,IL,CLARK,945.0,236.0
17025,IL,CLAY,3748.0,557.0
17027,IL,CLINTON,21015.0,7456.0
17029,IL,COLES,1014.0,307.0
17031,IL,COOK,,
17033,IL,CRAWFORD,993.0,205.0
17035,IL,CUMBERLAND,3736.0,2023.0
17037,IL,DE KALB,16727.0,14034.0
17039,IL,DE WITT,1781.0,204.0
17041,IL,DOUGLAS,1123.0,76.0
17045,IL,EDGAR,3435.0,1141.0
17047,IL,EDWARDS,1502.0,255.0
17049,IL,EFFINGHAM,21596.0,15372.0
17051,IL,FAYETTE,9488.0,5822.0
17053,IL,FORD,4048.0,3679.0
17055,IL,FRANKLIN,2873.0,444.0
17057,IL,FULTON,14740.0,5125.0
17059,IL,GALLATIN,1952.0,
17061,IL,GREENE,4848.0,668.0
17063,IL,GRUNDY,344.0,50.0
17065,IL,HAMILTON,1410.0,328.0
17067,IL,HANCOCK,15309.0,5382.0
17069,IL,HARDIN,1092.0,
17071,IL,HENDERSON,9126.0,2189.0
17073,IL,HENRY,19016.0,15100.0
17075,IL,IROQUOIS,16214.0,13462.0
17077,IL,JACKSON,4507.0,628.0
17079,IL,JASPER,6678.0,2408.0
17081,IL,JEFFERSON,7004.0,1333.0
17083,IL,JERSEY,2818.0,1256.0
17085,IL,JO DAVIESS,30037.0,9593.0
17087,IL,JOHNSON,7791.0,131.0
17089,IL,KANE,13354.0,
17091,IL,KANKAKEE,862.0,103.0
17093,IL,KENDALL,872.0,
17095,IL,KNOX,13794.0,6121.0
17097,IL,LAKE,,
17099,IL,LA SALLE,12003.0,8987.0
17101,IL,LAWRENCE,291.0,
17103,IL,LEE,4124.0,1599.0
17105,IL,LIVINGSTON,8516.0,1713.0
17107,IL,LOGAN,1334.0,159.0
17109,IL,MCDONOUGH,5650.0,851.0
17111,IL,MCHENRY,6349.0,1519.0
17113,IL,MCLEAN,10096.0,4716.0
17115,IL,MACON,1616.0,483.0
17117,IL,MACOUPIN,14420.0,7575.0
17119,IL,MADISON,4806.0,430.0
17121,IL,MARION,4809.0,1027.0
17123,IL,MARSHALL,1600.0,275.0
17125,IL,MASON,2380.0,
17127,IL,MASSAC,2780.0,470.0
17129,IL,MENARD,2231.0,480.0
17131,IL,MERCER,4337.0,561.0
17133,IL,MONROE,2582.0,897.0
17135,IL,MONTGOMERY,6163.0,713.0
17137,IL,MORGAN,4020.0,497.0
17139,IL,MOULTRIE,3138.0,128.0
17141,IL,OGLE,26381.0,20536.0
17143,IL,PEORIA,5566.0,
17145,IL,PERRY,4603.0,187.0
17147,IL,PIATT,398.0,126.0
17149,IL,PIKE,7213.0,154.0
17151,IL,POPE,2628.0,
17153,IL,PULASKI,1504.0,570.0
17155,IL,PUTNAM,136.0,47.0
17157,IL,RANDOLPH,6428.0,1944.0
17159,IL,RICHLAND,2099.0,374.0
17161,IL,ROCK ISLAND,3382.0,295.0
17163,IL,ST CLAIR,4714.0,2764.0
17165,IL,SALINE,4710.0,923.0
17167,IL,SANGAMON,3034.0,1119.0
17169,IL,SCHUYLER,8079.0,
17171,IL,SCOTT,1626.0,
17173,IL,SHELBY,15228.0,6960.0
17175,IL,STARK,1718.0,65.0
17177,IL,STEPHENSON,25303.0,12003.0
17179,IL,TAZEWELL,3512.0,786.0
17181,IL,UNION,4140.0,92.0
17183,IL,VERMILION,4167.0,2967.0
17185,IL,WABASH,409.0,
17187,IL,WARREN,10390.0,5522.0
17189,IL,WASHINGTON,6430.0,1751.0
17191,IL,WAYNE,4117.0,460.0
17193,IL,WHITE,1036.0,150.0
17195,IL,WHITESIDE,26002.0,17930.0
17197,IL,WILL,329.0,
17199,IL,WILLIAMSON,6040.0,
17201,IL,WINNEBAGO,7481.0,5453.0
17203,IL,WOODFORD,5793.0,1712.0
18001,IN,ADAMS,40944.0,5808.0
18003,IN,ALLEN,18238.0,2231.0
18005,IN,BARTHOLOMEW,1035.0,253.0
18007,IN,BENTON,14607.0,
18009,IN,BLACKFORD,1032.0,
18011,IN,BOONE,2074.0,1093.0
18013,IN,BROWN,261.0,
18015,IN,CARROLL,9185.0,3400.0
18017,IN,CASS,6438.0,967.0
18019,IN,CLARK,5980.0,160.0
18021,IN,CLAY,1401.0,66.0
18023,IN,CLINTON,2329.0,352.0
18025,IN,CRAWFORD,1977.0,325.0
18027,IN,DAVIESS,3429.0,1074.0
18029,IN,DEARBORN,1979.0,155.0
18031,IN,DECATUR,16369.0,5244.0
18033,IN,DE KALB,18025.0,9887.0
18035,IN,DELAWARE,1144.0,409.0
18037,IN,DUBOIS,11052.0,3473.0
18039,IN,ELKHART,40201.0,2366.0
18041,IN,FAYETTE,1131.0,269.0
18043,IN,FLOYD,705.0,
18045,IN,FOUNTAIN,1699.0,69.0
18047,IN,FRANKLIN,5455.0,1552.0
18049,IN,FULTON,10181.0,5004.0
18051,IN,GIBSON,3922.0,1585.0
18053,IN,GRANT,1391.0,215.0
18055,IN,GREENE,7655.0,515.0
18057,IN,HAMILTON,303.0,
18059,IN,HANCOCK,1110.0,169.0
18061,IN,HARRISON,12206.0,874.0
18063,IN,HENDRICKS,917.0,124.0
18065,IN,HENRY,8554.0,3391.0
18067,IN,HOWARD,761.0,
18069,IN,HUNTINGTON,6462.0,335.0
18071,IN,JACKSON,4854.0,1699.0
18073,IN,JASPER,55535.0,3608.0
18075,IN,JAY,13917.0,8444.0
18077,IN,JEFFERSON,3298.0,369.0
18079,IN,JENNINGS,2201.0,749.0
18081,IN,JOHNSON,1337.0,423.0
18083,IN,KNOX,2431.0,517.0
18085,IN,KOSCIUSKO,20508.0,4347.0
18087,IN,LAGRANGE,78169.0,5582.0
18089,IN,LAKE,585.0,
18091,IN,LA PORTE,7004.0,2495.0
18093,IN,LAWRENCE,11948.0,638.0
18095,IN,MADISON,2217.0,1395.0
18097,IN,MARION,119.0,
18099,IN,MARSHALL,21315.0,3018.0
18101,IN,MARTIN,2479.0,118.0
18103,IN,MIAMI,5088.0,476.0
18105,IN,MONROE,2822.0,516.0
18107,IN,MONTGOMERY,2294.0,834.0
18109,IN,MORGAN,1911.0,744.0
18111,IN,NEWTON,,84.0
18113,IN,NOBLE,9306.0,656.0
18115,IN,OHIO,658.0,
18117,IN,ORANGE,3531.0,115.0
18119,IN,OWEN,2232.0,182.0
18121,IN,PARKE,5211.0,1603.0
18123,IN,PERRY,4693.0,591.0
18125,IN,PIKE,,72.0
18127,IN,PORTER,844.0,
18129,IN,POSEY,882.0,
